id,instance,goal,result,duration,correct_result,verdict,steps_obtained,constraints_no,constraints_max,constraints_min
1,exp_acyclic_depvary_step2_batch_yyy10.pl+aba_5000_0.3_10_10_0.aba,r2,yes,121.21,yes,corr,1,None,None,None
2,exp_acyclic_indvary3_step6_batch_yyy01.pl+aba_5000_0.3_10_10_0.aba,e2,yes,123.49,yes,corr,1,None,None,None
3,exp_acyclic_depvary_step7_batch_yyy03.pl+aba_5000_0.3_10_10_0.aba,p1,yes,123.22,yes,corr,1,None,None,None
4,exp_acyclic_indvary2_step6_batch_yyy06.pl+aba_5000_0.3_10_10_0.aba,f2,no,165.01,no,corr,10,None,None,None
5,exp_acyclic_depvary_step4_batch_yyy05.pl+aba_5000_0.3_10_10_0.aba,z2,yes,122.39,yes,corr,1,None,None,None
6,exp_acyclic_indvary2_step8_batch_yyy10.pl+aba_5000_0.3_10_10_0.aba,d1,no,207.79,no,corr,10,None,None,None
7,exp_cycles_indvary2_step8_batch_yyy03.pl+aba_5000_0.3_10_10_0.aba,u2,yes,124.73,yes,corr,1,None,None,None
8,exp_cycles_indvary2_step5_batch_yyy10.pl+aba_5000_0.3_10_10_0.aba,r3,yes,124.01,yes,corr,1,None,None,None
9,exp_acyclic_indvary1_step5_batch_yyy04.pl+aba_5000_0.3_10_10_0.aba,e1,yes,80.84,yes,corr,0,None,None,None
10,exp_acyclic_indvary2_step4_batch_yyy02.pl+aba_5000_0.3_10_10_0.aba,c3,no,245.07,no,corr,10,None,None,None
11,exp_acyclic_depvary_step2_batch_yyy10.pl+aba_5000_0.3_5_5_8.aba,r2,yes,58.04,yes,corr,1,None,None,None
12,exp_acyclic_indvary3_step6_batch_yyy01.pl+aba_5000_0.3_5_5_8.aba,e2,yes,58.98,yes,corr,1,None,None,None
13,exp_acyclic_depvary_step7_batch_yyy03.pl+aba_5000_0.3_5_5_8.aba,p1,yes,59.64,yes,corr,1,None,None,None
14,exp_acyclic_indvary2_step6_batch_yyy06.pl+aba_5000_0.3_5_5_8.aba,f2,no,80.29,no,corr,10,None,None,None
15,exp_acyclic_depvary_step4_batch_yyy05.pl+aba_5000_0.3_5_5_8.aba,z2,yes,58.9,yes,corr,1,None,None,None
16,exp_acyclic_indvary2_step8_batch_yyy10.pl+aba_5000_0.3_5_5_8.aba,d1,no,102.05,no,corr,10,None,None,None
17,exp_cycles_indvary2_step8_batch_yyy03.pl+aba_5000_0.3_5_5_8.aba,u2,yes,58.18,yes,corr,1,None,None,None
